customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_9191-MYQKX,Female,54.0,7.0,75.15,Bank transfer (automatic),1,Telecom
TEL_9919-YLNNG,Female,43.0,42.0,103.8,Bank transfer (automatic),0,Telecom
TEL_0318-ZOPWS,Female,53.0,49.0,20.15,Bank transfer (automatic),0,Telecom
TEL_4445-ZJNMU,Male,44.0,9.0,99.3,Credit card (automatic),0,Telecom
TEL_4808-YNLEU,Female,22.0,35.0,62.15,Bank transfer (automatic),0,Telecom
TEL_1862-QRWPE,Female,32.0,48.0,20.65,Bank transfer (automatic),0,Telecom
TEL_2796-NNUFI,Female,55.0,46.0,19.95,Mailed check,0,Telecom
TEL_3016-KSVCP,Male,25.0,29.0,33.75,Mailed check,0,Telecom
TEL_4767-HZZHQ,Male,35.0,30.0,82.05,Bank transfer (automatic),0,Telecom
TEL_2424-WVHPL,Male,27.0,1.0,74.7,Electronic check,0,Telecom
TEL_7233-PAHHL,Male,24.0,66.0,84.0,Mailed check,0,Telecom
TEL_6067-NGCEU,Female,44.0,65.0,111.05,Credit card (automatic),0,Telecom
TEL_9848-JQJTX,Male,55.0,72.0,100.9,Bank transfer (automatic),0,Telecom
TEL_8637-XJIVR,Female,66.0,12.0,78.95,Electronic check,1,Telecom
TEL_9803-FTJCG,Male,55.0,71.0,66.85,Credit card (automatic),0,Telecom
TEL_0278-YXOOG,Male,66.0,5.0,21.05,Mailed check,1,Telecom
TEL_3212-KXOCR,Male,70.0,52.0,21.0,Bank transfer (automatic),0,Telecom
TEL_4598-XLKNJ,Female,47.0,25.0,98.5,Electronic check,1,Telecom
TEL_6380-ARCEH,Male,59.0,1.0,20.2,Mailed check,0,Telecom
TEL_3679-XASPY,Female,28.0,1.0,19.45,Electronic check,0,Telecom
TEL_7123-WQUHX,Male,63.0,38.0,95.0,Bank transfer (automatic),0,Telecom
TEL_5386-THSLQ,Female,39.0,66.0,45.55,Bank transfer (automatic),0,Telecom
TEL_3192-NQECA,Male,39.0,68.0,110.0,Bank transfer (automatic),1,Telecom
TEL_6180-YBIQI,Male,55.0,5.0,24.3,Mailed check,0,Telecom
TEL_6728-DKUCO,Female,55.0,72.0,104.15,Electronic check,0,Telecom
TEL_9750-BOOHV,Female,51.0,32.0,30.15,Mailed check,0,Telecom
TEL_8597-CWYHH,Male,26.0,43.0,94.35,Mailed check,0,Telecom
TEL_2848-YXSMW,Male,49.0,72.0,19.4,Credit card (automatic),0,Telecom
TEL_0486-HECZI,Male,32.0,55.0,96.75,Electronic check,1,Telecom
TEL_4549-ZDQYY,Female,58.0,52.0,57.95,Credit card (automatic),0,Telecom
TEL_5712-AHQNN,Female,42.0,43.0,91.65,Electronic check,0,Telecom
TEL_4846-WHAFZ,Female,22.0,37.0,76.5,Electronic check,1,Telecom
TEL_5256-SKJGO,Female,27.0,64.0,54.6,Electronic check,0,Telecom
TEL_3071-VBYPO,Male,61.0,3.0,89.85,Electronic check,0,Telecom
TEL_9560-BBZXK,Female,34.0,36.0,31.05,Bank transfer (automatic),0,Telecom
TEL_5299-RULOA,Female,64.0,10.0,100.25,Electronic check,1,Telecom
TEL_8402-OOOHJ,Female,23.0,41.0,20.65,Mailed check,0,Telecom
TEL_9445-ZUEQE,Male,24.0,27.0,85.2,Credit card (automatic),0,Telecom
TEL_1091-SOZGA,Female,53.0,56.0,99.8,Credit card (automatic),0,Telecom
TEL_2928-HLDBA,Female,37.0,6.0,20.7,Mailed check,0,Telecom
TEL_0404-SWRVG,Male,22.0,3.0,74.4,Electronic check,1,Telecom
TEL_6497-TILVL,Female,34.0,7.0,50.7,Mailed check,0,Telecom
TEL_7219-TLZHO,Female,34.0,4.0,20.85,Mailed check,0,Telecom
TEL_4622-YNKIJ,Male,43.0,33.0,88.95,Electronic check,0,Telecom
TEL_4412-YLTKF,Female,66.0,27.0,78.05,Electronic check,1,Telecom
TEL_6734-PSBAW,Male,32.0,72.0,23.55,Bank transfer (automatic),0,Telecom
TEL_3930-ZGWVE,Male,27.0,1.0,19.75,Mailed check,0,Telecom
TEL_2639-UGMAZ,Male,52.0,71.0,56.45,Electronic check,0,Telecom
TEL_2876-GZYZC,Female,23.0,13.0,85.95,Electronic check,0,Telecom
TEL_6207-WIOLX,Female,69.0,25.0,58.6,Credit card (automatic),1,Telecom
TEL_8587-XYZSF,Male,36.0,67.0,50.55,Bank transfer (automatic),0,Telecom
TEL_3091-FYHKI,Male,37.0,1.0,35.45,Electronic check,1,Telecom
TEL_2372-HWUHI,Male,22.0,2.0,44.35,Electronic check,1,Telecom
TEL_7799-LGRDP,Female,66.0,43.0,25.7,Credit card (automatic),0,Telecom
TEL_7850-VWJUU,Female,32.0,23.0,75.0,Bank transfer (automatic),0,Telecom
TEL_3774-VBNXY,Female,57.0,64.0,20.2,Mailed check,0,Telecom
TEL_6217-KDYWC,Male,37.0,57.0,19.6,Mailed check,0,Telecom
TEL_0390-DCFDQ,Female,22.0,1.0,70.45,Mailed check,1,Telecom
TEL_3146-MSEGF,Female,30.0,72.0,88.05,Credit card (automatic),0,Telecom
TEL_4080-OGPJL,Female,51.0,8.0,71.15,Electronic check,1,Telecom
TEL_1095-WGNGG,Female,21.0,61.0,101.05,Bank transfer (automatic),0,Telecom
TEL_2636-SJDOU,Male,38.0,64.0,84.3,Credit card (automatic),0,Telecom
TEL_1131-QQZEB,Male,50.0,71.0,23.95,Bank transfer (automatic),0,Telecom
TEL_5716-EZXZN,Female,49.0,65.0,99.05,Credit card (automatic),0,Telecom
TEL_6837-BJYDQ,Male,20.0,3.0,19.6,Mailed check,0,Telecom
TEL_2135-RXIHG,Male,53.0,1.0,45.65,Electronic check,1,Telecom
TEL_6440-DKQGE,Male,63.0,30.0,64.5,Credit card (automatic),0,Telecom
TEL_3466-BYAVD,Male,21.0,15.0,69.5,Mailed check,0,Telecom
TEL_3780-YVMFA,Female,50.0,8.0,68.55,Electronic check,0,Telecom
TEL_3874-EQOEP,Male,47.0,7.0,95.0,Mailed check,1,Telecom
TEL_1679-JRFBR,Female,45.0,70.0,108.15,Credit card (automatic),0,Telecom
TEL_9073-ZZIAY,Male,23.0,62.0,86.1,Electronic check,0,Telecom
TEL_3077-RSNTJ,Female,31.0,6.0,19.7,Mailed check,0,Telecom
TEL_6551-GNYDG,Female,41.0,14.0,80.9,Bank transfer (automatic),0,Telecom
TEL_9167-APMXZ,Female,25.0,22.0,84.15,Bank transfer (automatic),0,Telecom
TEL_2749-CTKAJ,Male,31.0,22.0,20.15,Mailed check,0,Telecom
TEL_6371-NZYEG,Male,69.0,16.0,64.25,Mailed check,0,Telecom
TEL_7554-NEWDD,Male,42.0,10.0,25.7,Bank transfer (automatic),0,Telecom
TEL_8992-VONJD,Female,62.0,13.0,56.0,Electronic check,0,Telecom
TEL_0867-MKZVY,Female,58.0,20.0,82.4,Electronic check,1,Telecom
TEL_4482-EWFMI,Female,21.0,2.0,69.7,Electronic check,0,Telecom
TEL_4648-YPBTM,Male,44.0,53.0,73.9,Bank transfer (automatic),0,Telecom
TEL_2907-ILJBN,Female,37.0,11.0,20.6,Mailed check,0,Telecom
TEL_6345-FZOQH,Male,51.0,69.0,19.9,Mailed check,0,Telecom
TEL_3376-BMGFE,Female,62.0,4.0,70.9,Bank transfer (automatic),1,Telecom
TEL_5997-OPVFA,Male,48.0,72.0,89.05,Bank transfer (automatic),0,Telecom
TEL_3445-HXXGF,Male,36.0,58.0,45.3,Electronic check,1,Telecom
TEL_1159-WFSGR,Female,48.0,16.0,20.4,Electronic check,0,Telecom
TEL_7654-YWJUF,Male,29.0,43.0,84.25,Bank transfer (automatic),0,Telecom
TEL_1875-QIVME,Female,24.0,2.0,104.4,Electronic check,1,Telecom
TEL_6727-IOTLZ,Male,25.0,14.0,81.95,Mailed check,0,Telecom
TEL_0691-JVSYA,Female,51.0,53.0,94.85,Bank transfer (automatic),1,Telecom
TEL_5918-VUKWP,Female,50.0,32.0,20.55,Bank transfer (automatic),0,Telecom
TEL_1744-JHKYS,Female,60.0,34.0,24.7,Electronic check,0,Telecom
TEL_2656-FMOKZ,Female,65.0,15.0,74.45,Mailed check,1,Telecom
TEL_2070-FNEXE,Female,40.0,7.0,76.45,Bank transfer (automatic),1,Telecom
TEL_5947-SGKCL,Female,46.0,15.0,105.35,Bank transfer (automatic),0,Telecom
TEL_3712-PKXZA,Male,26.0,61.0,20.55,Credit card (automatic),0,Telecom
TEL_6317-YPKDH,Female,70.0,1.0,29.95,Bank transfer (automatic),1,Telecom
TEL_6582-OIVSP,Female,28.0,1.0,45.3,Mailed check,0,Telecom
TEL_9367-WXLCH,Male,49.0,8.0,84.5,Bank transfer (automatic),1,Telecom
TEL_5524-KHNJP,Male,23.0,33.0,74.75,Credit card (automatic),0,Telecom
TEL_1918-ZBFQJ,Female,64.0,13.0,79.25,Electronic check,1,Telecom
TEL_1024-GUALD,Female,21.0,1.0,24.8,Electronic check,1,Telecom
TEL_4827-USJHP,Male,39.0,20.0,51.8,Mailed check,0,Telecom
TEL_8167-GJLRN,Male,41.0,3.0,30.4,Electronic check,0,Telecom
TEL_0956-SYCWG,Female,30.0,13.0,19.65,Electronic check,0,Telecom
TEL_8017-UVSZU,Female,27.0,40.0,56.6,Credit card (automatic),0,Telecom
TEL_7100-FQPRV,Male,52.0,43.0,71.9,Credit card (automatic),0,Telecom
TEL_2472-OVKUP,Male,45.0,6.0,91.0,Electronic check,1,Telecom
TEL_2984-RGEYA,Female,26.0,69.0,19.75,Bank transfer (automatic),0,Telecom
TEL_9680-NIAUV,Female,33.0,72.0,109.7,Credit card (automatic),0,Telecom
TEL_2146-EGVDT,Male,55.0,59.0,19.3,Credit card (automatic),0,Telecom
TEL_2604-IJPDU,Female,66.0,20.0,96.55,Electronic check,0,Telecom
TEL_9178-JHUVJ,Male,52.0,24.0,24.1,Bank transfer (automatic),0,Telecom
TEL_6168-YBYNP,Male,55.0,59.0,111.35,Electronic check,0,Telecom
TEL_7255-SSFBC,Male,39.0,72.0,112.25,Bank transfer (automatic),0,Telecom
TEL_3645-DEYGF,Male,35.0,1.0,20.75,Mailed check,0,Telecom
TEL_9323-HGFWY,Female,58.0,27.0,101.9,Credit card (automatic),0,Telecom
TEL_8544-GOQSH,Female,43.0,14.0,80.05,Credit card (automatic),0,Telecom
TEL_3363-DTIVD,Male,45.0,71.0,105.55,Electronic check,0,Telecom
TEL_7018-WBJNK,Male,63.0,13.0,78.3,Credit card (automatic),0,Telecom
TEL_9142-KZXOP,Male,57.0,44.0,68.85,Credit card (automatic),0,Telecom
TEL_7674-YTAFD,Female,61.0,33.0,79.95,Bank transfer (automatic),0,Telecom
TEL_6348-SNFUS,Male,64.0,72.0,55.45,Credit card (automatic),0,Telecom
TEL_1285-OKIPP,Male,46.0,1.0,79.9,Electronic check,1,Telecom
TEL_7825-ECJRF,Female,35.0,19.0,106.6,Electronic check,1,Telecom
TEL_1347-KTTTA,Male,70.0,64.0,102.45,Credit card (automatic),0,Telecom
TEL_7841-TZDMQ,Male,55.0,2.0,46.0,Credit card (automatic),1,Telecom
TEL_4195-NZGTA,Female,64.0,1.0,25.25,Electronic check,0,Telecom
TEL_7157-SMCFK,Male,33.0,61.0,19.75,Mailed check,0,Telecom
TEL_4709-LKHYG,Female,30.0,29.0,20.0,Electronic check,0,Telecom
TEL_2504-DSHIH,Male,60.0,23.0,86.8,Electronic check,0,Telecom
TEL_0699-NDKJM,Female,27.0,57.0,58.75,Bank transfer (automatic),0,Telecom
TEL_9286-BHDQG,Male,24.0,72.0,45.25,Credit card (automatic),0,Telecom
TEL_0230-WEQUW,Male,50.0,66.0,56.6,Bank transfer (automatic),0,Telecom
TEL_2040-LDIWQ,Male,62.0,65.0,84.2,Bank transfer (automatic),0,Telecom
TEL_6496-JDSSB,Female,56.0,8.0,80.0,Bank transfer (automatic),0,Telecom
TEL_9408-SSNVZ,Female,70.0,4.0,70.15,Electronic check,1,Telecom
TEL_4443-EMBNA,Female,40.0,71.0,24.75,Bank transfer (automatic),0,Telecom
TEL_6469-MRVET,Male,32.0,1.0,20.2,Electronic check,0,Telecom
TEL_0742-MOABM,Male,21.0,4.0,50.05,Mailed check,1,Telecom
TEL_5961-VUSRV,Female,40.0,12.0,19.35,Bank transfer (automatic),0,Telecom
TEL_6778-JFCMK,Male,68.0,24.0,50.6,Mailed check,0,Telecom
TEL_6341-JVQGF,Female,22.0,31.0,81.15,Mailed check,0,Telecom
TEL_2232-DMLXU,Female,70.0,1.0,55.2,Mailed check,1,Telecom
TEL_4811-JBUVU,Male,32.0,30.0,89.9,Credit card (automatic),0,Telecom
TEL_0945-TSONX,Female,41.0,47.0,85.3,Credit card (automatic),0,Telecom
TEL_2651-ZCBXV,Male,27.0,54.0,108.0,Credit card (automatic),0,Telecom
TEL_3316-UWXUY,Male,57.0,50.0,93.5,Credit card (automatic),0,Telecom
TEL_8937-RDTHP,Male,34.0,1.0,84.6,Mailed check,1,Telecom
TEL_7083-MIOPC,Female,21.0,72.0,20.25,Credit card (automatic),0,Telecom
TEL_1984-GPTEH,Female,64.0,29.0,25.15,Electronic check,0,Telecom
TEL_1251-KRREG,Male,41.0,2.0,54.4,Mailed check,1,Telecom
TEL_0621-JFHOL,Female,37.0,10.0,29.6,Mailed check,0,Telecom
TEL_9903-LYSAB,Male,51.0,18.0,73.15,Electronic check,0,Telecom
TEL_0094-OIFMO,Female,28.0,11.0,95.0,Electronic check,1,Telecom
TEL_9227-UAQFT,Male,70.0,16.0,19.75,Mailed check,0,Telecom
TEL_7301-ABVAD,Female,67.0,72.0,86.6,Bank transfer (automatic),0,Telecom
TEL_6614-FHDBO,Male,65.0,72.0,109.2,Bank transfer (automatic),0,Telecom
TEL_7576-ASEJU,Female,64.0,41.0,74.7,Credit card (automatic),0,Telecom
TEL_9058-HRZSV,Female,59.0,65.0,94.4,Electronic check,0,Telecom
TEL_4522-AKYLR,Female,22.0,13.0,54.8,Electronic check,0,Telecom
TEL_0221-WMXNQ,Male,28.0,4.0,75.35,Electronic check,0,Telecom
TEL_0303-UNCIP,Male,27.0,41.0,65.0,Mailed check,0,Telecom
TEL_9947-OTFQU,Male,46.0,15.0,74.4,Electronic check,1,Telecom
TEL_0322-YINQP,Male,46.0,1.0,48.55,Mailed check,1,Telecom
TEL_0959-WHOKV,Male,31.0,42.0,99.0,Electronic check,0,Telecom
TEL_4075-JFPGR,Female,34.0,51.0,93.5,Electronic check,0,Telecom
TEL_4629-NRXKX,Female,24.0,2.0,70.4,Electronic check,1,Telecom
TEL_9514-JDSKI,Male,43.0,1.0,40.2,Electronic check,1,Telecom
TEL_3282-ZISZV,Male,59.0,32.0,83.7,Credit card (automatic),0,Telecom
TEL_3675-YDUPJ,Male,67.0,10.0,19.85,Mailed check,0,Telecom
TEL_4111-BNXIF,Female,64.0,67.0,59.55,Electronic check,0,Telecom
TEL_7017-VFHAY,Female,30.0,61.0,115.1,Credit card (automatic),0,Telecom
TEL_6655-LHBYW,Male,69.0,50.0,114.35,Credit card (automatic),0,Telecom
TEL_4959-JOSRX,Female,31.0,2.0,44.6,Credit card (automatic),1,Telecom
TEL_5046-NUHWD,Female,65.0,29.0,45.0,Electronic check,0,Telecom
TEL_7273-TEFQD,Male,55.0,3.0,41.15,Electronic check,1,Telecom
TEL_3606-TWKGI,Male,70.0,13.0,106.9,Electronic check,1,Telecom
TEL_7529-ZDFXI,Male,42.0,57.0,89.85,Electronic check,0,Telecom
TEL_7605-BDWDC,Female,54.0,31.0,49.85,Bank transfer (automatic),0,Telecom
TEL_1950-KSVVJ,Female,61.0,45.0,113.3,Mailed check,0,Telecom
TEL_0123-CRBRT,Female,55.0,61.0,88.1,Mailed check,0,Telecom
TEL_6292-TOSSS,Male,70.0,50.0,24.9,Bank transfer (automatic),0,Telecom
TEL_3197-ARFOY,Female,45.0,19.0,105.0,Mailed check,0,Telecom
TEL_6323-AYBRX,Male,70.0,59.0,19.35,Mailed check,1,Telecom
TEL_7014-ZZXAW,Female,35.0,71.0,24.25,Credit card (automatic),0,Telecom
TEL_4385-GZQXV,Female,38.0,16.0,94.45,Electronic check,1,Telecom
TEL_7633-MVPUY,Male,55.0,57.0,59.75,Electronic check,0,Telecom
TEL_6366-ZGQGL,Male,57.0,1.0,24.8,Bank transfer (automatic),1,Telecom
TEL_4716-HHKQH,Male,42.0,20.0,107.05,Electronic check,0,Telecom
TEL_5940-AHUHD,Male,22.0,1.0,70.6,Mailed check,1,Telecom
TEL_6432-TWQLB,Male,59.0,5.0,85.4,Electronic check,1,Telecom
TEL_4484-GLZOU,Female,47.0,52.0,105.05,Electronic check,1,Telecom
TEL_3179-GBRWV,Male,48.0,21.0,64.95,Bank transfer (automatic),0,Telecom
TEL_8645-KWHJO,Male,50.0,14.0,55.0,Electronic check,0,Telecom
TEL_4130-MZLCC,Female,53.0,5.0,50.55,Bank transfer (automatic),0,Telecom
TEL_0314-TKOSI,Female,30.0,6.0,55.15,Mailed check,0,Telecom
TEL_8229-MYEJZ,Female,46.0,10.0,51.2,Electronic check,0,Telecom
TEL_2080-SRCDE,Female,69.0,1.0,25.4,Mailed check,0,Telecom
TEL_9577-WJVCQ,Female,69.0,68.0,54.45,Mailed check,0,Telecom
TEL_9512-UIBFX,Male,23.0,18.0,95.15,Mailed check,1,Telecom
TEL_6202-DYYFX,Female,34.0,22.0,76.0,Credit card (automatic),0,Telecom
TEL_3808-HFKDE,Female,67.0,20.0,44.35,Electronic check,0,Telecom
TEL_5583-SXDAG,Male,63.0,1.0,70.0,Electronic check,1,Telecom
TEL_3488-PGMQJ,Male,31.0,8.0,74.5,Electronic check,1,Telecom
TEL_3580-REOAC,Male,43.0,10.0,44.85,Credit card (automatic),1,Telecom
TEL_7534-BFESC,Male,21.0,24.0,76.1,Electronic check,1,Telecom
TEL_3727-OWVYD,Male,37.0,35.0,61.2,Mailed check,0,Telecom
TEL_2294-SALNE,Male,46.0,23.0,86.8,Mailed check,0,Telecom
TEL_4847-TAJYI,Female,38.0,6.0,89.35,Electronic check,0,Telecom
TEL_1563-IWQEX,Female,30.0,12.0,19.7,Mailed check,0,Telecom
TEL_8203-XJZRC,Male,69.0,1.0,20.25,Mailed check,0,Telecom
TEL_6556-DBKZF,Female,38.0,71.0,76.05,Electronic check,0,Telecom
TEL_6851-WEFYX,Male,51.0,35.0,100.8,Electronic check,0,Telecom
TEL_2985-JUUBZ,Male,63.0,40.0,74.55,Electronic check,0,Telecom
TEL_6390-DSAZX,Female,35.0,1.0,73.6,Mailed check,1,Telecom
TEL_0895-LMRSF,Male,61.0,23.0,64.9,Bank transfer (automatic),0,Telecom
TEL_8098-LLAZX,Female,68.0,4.0,95.45,Electronic check,1,Telecom
TEL_8266-VBFQL,Male,39.0,4.0,90.4,Electronic check,0,Telecom
TEL_8181-YHCMF,Female,37.0,68.0,60.3,Credit card (automatic),0,Telecom
TEL_2240-HSJQD,Male,44.0,38.0,81.85,Mailed check,0,Telecom
TEL_1248-DYXUB,Male,20.0,52.0,24.8,Mailed check,0,Telecom
TEL_0265-EDXBD,Male,62.0,32.0,74.9,Electronic check,1,Telecom
TEL_4115-BNPJY,Male,30.0,29.0,75.55,Mailed check,0,Telecom
TEL_3167-SNQPL,Male,57.0,38.0,101.15,Electronic check,0,Telecom
TEL_4091-TVOCN,Male,47.0,48.0,78.75,Credit card (automatic),0,Telecom
TEL_1098-TDVUQ,Female,64.0,1.0,19.25,Bank transfer (automatic),0,Telecom
TEL_7277-OZCGZ,Female,52.0,22.0,89.05,Electronic check,0,Telecom
TEL_1557-EMYVT,Female,31.0,43.0,115.05,Credit card (automatic),0,Telecom
TEL_2799-ARNLO,Female,29.0,5.0,69.35,Electronic check,0,Telecom
TEL_7563-BIUPC,Male,42.0,5.0,80.6,Electronic check,1,Telecom
TEL_5027-YOCXN,Male,44.0,51.0,110.05,Credit card (automatic),0,Telecom
TEL_3973-SKMLN,Male,58.0,71.0,19.9,Credit card (automatic),0,Telecom
TEL_2321-OMBXY,Female,43.0,38.0,80.3,Credit card (automatic),1,Telecom
TEL_2840-XANRC,Male,29.0,24.0,93.15,Electronic check,1,Telecom
TEL_6745-JEFZB,Male,67.0,35.0,91.5,Credit card (automatic),0,Telecom
TEL_5020-ZSTTY,Female,41.0,54.0,82.45,Bank transfer (automatic),1,Telecom
TEL_9880-TDQAC,Female,49.0,72.0,60.0,Electronic check,0,Telecom
TEL_8705-WZCYL,Male,20.0,1.0,44.8,Electronic check,0,Telecom
TEL_7102-JJVTX,Female,49.0,9.0,48.6,Mailed check,0,Telecom
TEL_8626-PTQGE,Male,65.0,69.0,60.05,Bank transfer (automatic),0,Telecom
