customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_3170-NMYVV,Female,57.0,50.0,20.15,Bank transfer (automatic),No,Telecom
TEL_7410-OIEDU,Male,21.0,10.0,79.85,Mailed check,No,Telecom
TEL_2273-QCKXA,Male,45.0,1.0,49.05,Mailed check,No,Telecom
TEL_0731-EBJQB,Female,26.0,52.0,20.4,Electronic check,No,Telecom
TEL_1891-QRQSA,Male,41.0,64.0,111.6,Bank transfer (automatic),No,Telecom
TEL_8028-PNXHQ,Male,33.0,62.0,24.25,Bank transfer (automatic),No,Telecom
TEL_5630-AHZIL,Female,47.0,3.0,64.5,Bank transfer (automatic),No,Telecom
TEL_2673-CXQEU,Female,29.0,56.0,110.5,Electronic check,No,Telecom
TEL_6416-JNVRK,Female,65.0,46.0,55.65,Credit card (automatic),No,Telecom
TEL_5590-ZSKRV,Female,27.0,8.0,54.65,Mailed check,No,Telecom
TEL_0191-ZHSKZ,Male,65.0,30.0,74.75,Electronic check,No,Telecom
TEL_3887-PBQAO,Female,55.0,45.0,25.9,Credit card (automatic),No,Telecom
TEL_5919-TMRGD,Female,33.0,1.0,79.35,Electronic check,Yes,Telecom
TEL_8108-UXRQN,Female,31.0,11.0,50.55,Electronic check,No,Telecom
TEL_9191-MYQKX,Female,38.0,7.0,75.15,Bank transfer (automatic),Yes,Telecom
TEL_9919-YLNNG,Female,62.0,42.0,103.8,Bank transfer (automatic),No,Telecom
TEL_0318-ZOPWS,Female,21.0,49.0,20.15,Bank transfer (automatic),No,Telecom
TEL_4445-ZJNMU,Male,32.0,9.0,99.3,Credit card (automatic),No,Telecom
TEL_4808-YNLEU,Female,26.0,35.0,62.15,Bank transfer (automatic),No,Telecom
TEL_1862-QRWPE,Female,69.0,48.0,20.65,Bank transfer (automatic),No,Telecom
TEL_2796-NNUFI,Female,39.0,46.0,19.95,Mailed check,No,Telecom
TEL_3016-KSVCP,Male,28.0,29.0,33.75,Mailed check,No,Telecom
TEL_4767-HZZHQ,Male,28.0,30.0,82.05,Bank transfer (automatic),No,Telecom
TEL_2424-WVHPL,Male,53.0,1.0,74.7,Electronic check,No,Telecom
TEL_7233-PAHHL,Male,60.0,66.0,84.0,Mailed check,No,Telecom
TEL_6067-NGCEU,Female,35.0,65.0,111.05,Credit card (automatic),No,Telecom
TEL_9848-JQJTX,Male,53.0,72.0,100.9,Bank transfer (automatic),No,Telecom
TEL_8637-XJIVR,Female,67.0,12.0,78.95,Electronic check,Yes,Telecom
TEL_9803-FTJCG,Male,30.0,71.0,66.85,Credit card (automatic),No,Telecom
TEL_0278-YXOOG,Male,60.0,5.0,21.05,Mailed check,Yes,Telecom
TEL_3212-KXOCR,Male,40.0,52.0,21.0,Bank transfer (automatic),No,Telecom
TEL_4598-XLKNJ,Female,26.0,25.0,98.5,Electronic check,Yes,Telecom
TEL_6380-ARCEH,Male,59.0,1.0,20.2,Mailed check,No,Telecom
TEL_3679-XASPY,Female,65.0,1.0,19.45,Electronic check,No,Telecom
TEL_7123-WQUHX,Male,57.0,38.0,95.0,Bank transfer (automatic),No,Telecom
TEL_5386-THSLQ,Female,35.0,66.0,45.55,Bank transfer (automatic),No,Telecom
TEL_3192-NQECA,Male,22.0,68.0,110.0,Bank transfer (automatic),Yes,Telecom
TEL_6180-YBIQI,Male,27.0,5.0,24.3,Mailed check,No,Telecom
TEL_6728-DKUCO,Female,49.0,72.0,104.15,Electronic check,No,Telecom
TEL_9750-BOOHV,Female,63.0,32.0,30.15,Mailed check,No,Telecom
TEL_8597-CWYHH,Male,48.0,43.0,94.35,Mailed check,No,Telecom
TEL_2848-YXSMW,Male,53.0,72.0,19.4,Credit card (automatic),No,Telecom
TEL_0486-HECZI,Male,62.0,55.0,96.75,Electronic check,Yes,Telecom
TEL_4549-ZDQYY,Female,21.0,52.0,57.95,Credit card (automatic),No,Telecom
TEL_5712-AHQNN,Female,53.0,43.0,91.65,Electronic check,No,Telecom
TEL_4846-WHAFZ,Female,36.0,37.0,76.5,Electronic check,Yes,Telecom
TEL_5256-SKJGO,Female,46.0,64.0,54.6,Electronic check,No,Telecom
TEL_3071-VBYPO,Male,52.0,3.0,89.85,Electronic check,No,Telecom
TEL_9560-BBZXK,Female,25.0,36.0,31.05,Bank transfer (automatic),No,Telecom
TEL_5299-RULOA,Female,55.0,10.0,100.25,Electronic check,Yes,Telecom
TEL_8402-OOOHJ,Female,21.0,41.0,20.65,Mailed check,No,Telecom
TEL_9445-ZUEQE,Male,56.0,27.0,85.2,Credit card (automatic),No,Telecom
TEL_1091-SOZGA,Female,54.0,56.0,99.8,Credit card (automatic),No,Telecom
TEL_2928-HLDBA,Female,66.0,6.0,20.7,Mailed check,No,Telecom
TEL_0404-SWRVG,Male,24.0,3.0,74.4,Electronic check,Yes,Telecom
TEL_6497-TILVL,Female,37.0,7.0,50.7,Mailed check,No,Telecom
TEL_7219-TLZHO,Female,21.0,4.0,20.85,Mailed check,No,Telecom
TEL_4622-YNKIJ,Male,40.0,33.0,88.95,Electronic check,No,Telecom
TEL_4412-YLTKF,Female,62.0,27.0,78.05,Electronic check,Yes,Telecom
TEL_6734-PSBAW,Male,68.0,72.0,23.55,Bank transfer (automatic),No,Telecom
TEL_3930-ZGWVE,Male,38.0,1.0,19.75,Mailed check,No,Telecom
TEL_2639-UGMAZ,Male,61.0,71.0,56.45,Electronic check,No,Telecom
TEL_2876-GZYZC,Female,56.0,13.0,85.95,Electronic check,No,Telecom
TEL_6207-WIOLX,Female,43.0,25.0,58.6,Credit card (automatic),Yes,Telecom
TEL_8587-XYZSF,Male,53.0,67.0,50.55,Bank transfer (automatic),No,Telecom
TEL_3091-FYHKI,Male,21.0,1.0,35.45,Electronic check,Yes,Telecom
TEL_2372-HWUHI,Male,65.0,2.0,44.35,Electronic check,Yes,Telecom
TEL_7799-LGRDP,Female,45.0,43.0,25.7,Credit card (automatic),No,Telecom
TEL_7850-VWJUU,Female,57.0,23.0,75.0,Bank transfer (automatic),No,Telecom
TEL_3774-VBNXY,Female,68.0,64.0,20.2,Mailed check,No,Telecom
TEL_6217-KDYWC,Male,48.0,57.0,19.6,Mailed check,No,Telecom
TEL_0390-DCFDQ,Female,21.0,1.0,70.45,Mailed check,Yes,Telecom
TEL_3146-MSEGF,Female,32.0,72.0,88.05,Credit card (automatic),No,Telecom
TEL_4080-OGPJL,Female,44.0,8.0,71.15,Electronic check,Yes,Telecom
TEL_1095-WGNGG,Female,57.0,61.0,101.05,Bank transfer (automatic),No,Telecom
TEL_2636-SJDOU,Male,34.0,64.0,84.3,Credit card (automatic),No,Telecom
TEL_1131-QQZEB,Male,55.0,71.0,23.95,Bank transfer (automatic),No,Telecom
TEL_5716-EZXZN,Female,44.0,65.0,99.05,Credit card (automatic),No,Telecom
TEL_6837-BJYDQ,Male,41.0,3.0,19.6,Mailed check,No,Telecom
TEL_2135-RXIHG,Male,70.0,1.0,45.65,Electronic check,Yes,Telecom
TEL_6440-DKQGE,Male,68.0,30.0,64.5,Credit card (automatic),No,Telecom
TEL_3466-BYAVD,Male,38.0,15.0,69.5,Mailed check,No,Telecom
TEL_3780-YVMFA,Female,30.0,8.0,68.55,Electronic check,No,Telecom
TEL_3874-EQOEP,Male,27.0,7.0,95.0,Mailed check,Yes,Telecom
TEL_1679-JRFBR,Female,24.0,70.0,108.15,Credit card (automatic),No,Telecom
TEL_9073-ZZIAY,Male,34.0,62.0,86.1,Electronic check,No,Telecom
TEL_3077-RSNTJ,Female,38.0,6.0,19.7,Mailed check,No,Telecom
TEL_6551-GNYDG,Female,68.0,14.0,80.9,Bank transfer (automatic),No,Telecom
TEL_9167-APMXZ,Female,49.0,22.0,84.15,Bank transfer (automatic),No,Telecom
TEL_2749-CTKAJ,Male,53.0,22.0,20.15,Mailed check,No,Telecom
TEL_6371-NZYEG,Male,48.0,16.0,64.25,Mailed check,No,Telecom
TEL_7554-NEWDD,Male,65.0,10.0,25.7,Bank transfer (automatic),No,Telecom
TEL_8992-VONJD,Female,41.0,13.0,56.0,Electronic check,No,Telecom
TEL_0867-MKZVY,Female,36.0,20.0,82.4,Electronic check,Yes,Telecom
TEL_4482-EWFMI,Female,27.0,2.0,69.7,Electronic check,No,Telecom
TEL_4648-YPBTM,Male,37.0,53.0,73.9,Bank transfer (automatic),No,Telecom
TEL_2907-ILJBN,Female,34.0,11.0,20.6,Mailed check,No,Telecom
TEL_6345-FZOQH,Male,39.0,69.0,19.9,Mailed check,No,Telecom
TEL_3376-BMGFE,Female,20.0,4.0,70.9,Bank transfer (automatic),Yes,Telecom
TEL_5997-OPVFA,Male,60.0,72.0,89.05,Bank transfer (automatic),No,Telecom
TEL_3445-HXXGF,Male,20.0,58.0,45.3,Electronic check,Yes,Telecom
TEL_1159-WFSGR,Female,42.0,16.0,20.4,Electronic check,No,Telecom
TEL_7654-YWJUF,Male,25.0,43.0,84.25,Bank transfer (automatic),No,Telecom
TEL_1875-QIVME,Female,61.0,2.0,104.4,Electronic check,Yes,Telecom
TEL_6727-IOTLZ,Male,43.0,14.0,81.95,Mailed check,No,Telecom
TEL_0691-JVSYA,Female,38.0,53.0,94.85,Bank transfer (automatic),Yes,Telecom
TEL_5918-VUKWP,Female,31.0,32.0,20.55,Bank transfer (automatic),No,Telecom
TEL_1744-JHKYS,Female,63.0,34.0,24.7,Electronic check,No,Telecom
TEL_2656-FMOKZ,Female,38.0,15.0,74.45,Mailed check,Yes,Telecom
TEL_2070-FNEXE,Female,32.0,7.0,76.45,Bank transfer (automatic),Yes,Telecom
TEL_5947-SGKCL,Female,31.0,15.0,105.35,Bank transfer (automatic),No,Telecom
TEL_3712-PKXZA,Male,67.0,61.0,20.55,Credit card (automatic),No,Telecom
TEL_6317-YPKDH,Female,57.0,1.0,29.95,Bank transfer (automatic),Yes,Telecom
TEL_6582-OIVSP,Female,35.0,1.0,45.3,Mailed check,No,Telecom
TEL_9367-WXLCH,Male,49.0,8.0,84.5,Bank transfer (automatic),Yes,Telecom
TEL_5524-KHNJP,Male,49.0,33.0,74.75,Credit card (automatic),No,Telecom
TEL_1918-ZBFQJ,Female,37.0,13.0,79.25,Electronic check,Yes,Telecom
TEL_1024-GUALD,Female,53.0,1.0,24.8,Electronic check,Yes,Telecom
TEL_4827-USJHP,Male,67.0,20.0,51.8,Mailed check,No,Telecom
TEL_8167-GJLRN,Male,51.0,3.0,30.4,Electronic check,No,Telecom
TEL_0956-SYCWG,Female,56.0,13.0,19.65,Electronic check,No,Telecom
TEL_8017-UVSZU,Female,56.0,40.0,56.6,Credit card (automatic),No,Telecom
TEL_7100-FQPRV,Male,52.0,43.0,71.9,Credit card (automatic),No,Telecom
TEL_2472-OVKUP,Male,64.0,6.0,91.0,Electronic check,Yes,Telecom
TEL_2984-RGEYA,Female,23.0,69.0,19.75,Bank transfer (automatic),No,Telecom
TEL_9680-NIAUV,Female,49.0,72.0,109.7,Credit card (automatic),No,Telecom
TEL_2146-EGVDT,Male,27.0,59.0,19.3,Credit card (automatic),No,Telecom
TEL_2604-IJPDU,Female,55.0,20.0,96.55,Electronic check,No,Telecom
TEL_9178-JHUVJ,Male,66.0,24.0,24.1,Bank transfer (automatic),No,Telecom
TEL_6168-YBYNP,Male,42.0,59.0,111.35,Electronic check,No,Telecom
TEL_7255-SSFBC,Male,52.0,72.0,112.25,Bank transfer (automatic),No,Telecom
TEL_3645-DEYGF,Male,21.0,1.0,20.75,Mailed check,No,Telecom
TEL_9323-HGFWY,Female,44.0,27.0,101.9,Credit card (automatic),No,Telecom
TEL_8544-GOQSH,Female,22.0,14.0,80.05,Credit card (automatic),No,Telecom
TEL_3363-DTIVD,Male,21.0,71.0,105.55,Electronic check,No,Telecom
TEL_7018-WBJNK,Male,36.0,13.0,78.3,Credit card (automatic),No,Telecom
TEL_9142-KZXOP,Male,45.0,44.0,68.85,Credit card (automatic),No,Telecom
TEL_7674-YTAFD,Female,28.0,33.0,79.95,Bank transfer (automatic),No,Telecom
TEL_6348-SNFUS,Male,21.0,72.0,55.45,Credit card (automatic),No,Telecom
TEL_1285-OKIPP,Male,68.0,1.0,79.9,Electronic check,Yes,Telecom
TEL_7825-ECJRF,Female,47.0,19.0,106.6,Electronic check,Yes,Telecom
TEL_1347-KTTTA,Male,69.0,64.0,102.45,Credit card (automatic),No,Telecom
TEL_7841-TZDMQ,Male,54.0,2.0,46.0,Credit card (automatic),Yes,Telecom
TEL_4195-NZGTA,Female,57.0,1.0,25.25,Electronic check,No,Telecom
TEL_7157-SMCFK,Male,44.0,61.0,19.75,Mailed check,No,Telecom
TEL_4709-LKHYG,Female,65.0,29.0,20.0,Electronic check,No,Telecom
TEL_2504-DSHIH,Male,66.0,23.0,86.8,Electronic check,No,Telecom
TEL_0699-NDKJM,Female,30.0,57.0,58.75,Bank transfer (automatic),No,Telecom
TEL_9286-BHDQG,Male,21.0,72.0,45.25,Credit card (automatic),No,Telecom
TEL_0230-WEQUW,Male,31.0,66.0,56.6,Bank transfer (automatic),No,Telecom
TEL_2040-LDIWQ,Male,29.0,65.0,84.2,Bank transfer (automatic),No,Telecom
TEL_6496-JDSSB,Female,56.0,8.0,80.0,Bank transfer (automatic),No,Telecom
TEL_9408-SSNVZ,Female,61.0,4.0,70.15,Electronic check,Yes,Telecom
TEL_4443-EMBNA,Female,26.0,71.0,24.75,Bank transfer (automatic),No,Telecom
TEL_6469-MRVET,Male,35.0,1.0,20.2,Electronic check,No,Telecom
TEL_0742-MOABM,Male,34.0,4.0,50.05,Mailed check,Yes,Telecom
TEL_5961-VUSRV,Female,37.0,12.0,19.35,Bank transfer (automatic),No,Telecom
TEL_6778-JFCMK,Male,66.0,24.0,50.6,Mailed check,No,Telecom
TEL_6341-JVQGF,Female,30.0,31.0,81.15,Mailed check,No,Telecom
TEL_2232-DMLXU,Female,45.0,1.0,55.2,Mailed check,Yes,Telecom
TEL_4811-JBUVU,Male,57.0,30.0,89.9,Credit card (automatic),No,Telecom
TEL_0945-TSONX,Female,66.0,47.0,85.3,Credit card (automatic),No,Telecom
TEL_2651-ZCBXV,Male,34.0,54.0,108.0,Credit card (automatic),No,Telecom
TEL_3316-UWXUY,Male,68.0,50.0,93.5,Credit card (automatic),No,Telecom
TEL_8937-RDTHP,Male,54.0,1.0,84.6,Mailed check,Yes,Telecom
TEL_7083-MIOPC,Female,57.0,72.0,20.25,Credit card (automatic),No,Telecom
TEL_1984-GPTEH,Female,69.0,29.0,25.15,Electronic check,No,Telecom
TEL_1251-KRREG,Male,32.0,2.0,54.4,Mailed check,Yes,Telecom
TEL_0621-JFHOL,Female,34.0,10.0,29.6,Mailed check,No,Telecom
TEL_9903-LYSAB,Male,37.0,18.0,73.15,Electronic check,No,Telecom
TEL_0094-OIFMO,Female,35.0,11.0,95.0,Electronic check,Yes,Telecom
TEL_9227-UAQFT,Male,21.0,16.0,19.75,Mailed check,No,Telecom
TEL_7301-ABVAD,Female,28.0,72.0,86.6,Bank transfer (automatic),No,Telecom
TEL_6614-FHDBO,Male,61.0,72.0,109.2,Bank transfer (automatic),No,Telecom
TEL_7576-ASEJU,Female,58.0,41.0,74.7,Credit card (automatic),No,Telecom
TEL_9058-HRZSV,Female,23.0,65.0,94.4,Electronic check,No,Telecom
TEL_4522-AKYLR,Female,62.0,13.0,54.8,Electronic check,No,Telecom
TEL_0221-WMXNQ,Male,22.0,4.0,75.35,Electronic check,No,Telecom
TEL_0303-UNCIP,Male,70.0,41.0,65.0,Mailed check,No,Telecom
TEL_9947-OTFQU,Male,49.0,15.0,74.4,Electronic check,Yes,Telecom
TEL_0322-YINQP,Male,57.0,1.0,48.55,Mailed check,Yes,Telecom
TEL_0959-WHOKV,Male,42.0,42.0,99.0,Electronic check,No,Telecom
TEL_4075-JFPGR,Female,43.0,51.0,93.5,Electronic check,No,Telecom
TEL_4629-NRXKX,Female,58.0,2.0,70.4,Electronic check,Yes,Telecom
TEL_9514-JDSKI,Male,50.0,1.0,40.2,Electronic check,Yes,Telecom
TEL_3282-ZISZV,Male,45.0,32.0,83.7,Credit card (automatic),No,Telecom
TEL_3675-YDUPJ,Male,49.0,10.0,19.85,Mailed check,No,Telecom
TEL_4111-BNXIF,Female,69.0,67.0,59.55,Electronic check,No,Telecom
TEL_7017-VFHAY,Female,24.0,61.0,115.1,Credit card (automatic),No,Telecom
TEL_6655-LHBYW,Male,28.0,50.0,114.35,Credit card (automatic),No,Telecom
TEL_4959-JOSRX,Female,50.0,2.0,44.6,Credit card (automatic),Yes,Telecom
TEL_5046-NUHWD,Female,60.0,29.0,45.0,Electronic check,No,Telecom
TEL_7273-TEFQD,Male,70.0,3.0,41.15,Electronic check,Yes,Telecom
TEL_3606-TWKGI,Male,27.0,13.0,106.9,Electronic check,Yes,Telecom
TEL_7529-ZDFXI,Male,25.0,57.0,89.85,Electronic check,No,Telecom
TEL_7605-BDWDC,Female,31.0,31.0,49.85,Bank transfer (automatic),No,Telecom
TEL_1950-KSVVJ,Female,69.0,45.0,113.3,Mailed check,No,Telecom
TEL_0123-CRBRT,Female,59.0,61.0,88.1,Mailed check,No,Telecom
TEL_6292-TOSSS,Male,40.0,50.0,24.9,Bank transfer (automatic),No,Telecom
TEL_3197-ARFOY,Female,30.0,19.0,105.0,Mailed check,No,Telecom
TEL_6323-AYBRX,Male,63.0,59.0,19.35,Mailed check,Yes,Telecom
TEL_7014-ZZXAW,Female,54.0,71.0,24.25,Credit card (automatic),No,Telecom
TEL_4385-GZQXV,Female,64.0,16.0,94.45,Electronic check,Yes,Telecom
TEL_7633-MVPUY,Male,62.0,57.0,59.75,Electronic check,No,Telecom
TEL_6366-ZGQGL,Male,29.0,1.0,24.8,Bank transfer (automatic),Yes,Telecom
TEL_4716-HHKQH,Male,38.0,20.0,107.05,Electronic check,No,Telecom
TEL_5940-AHUHD,Male,29.0,1.0,70.6,Mailed check,Yes,Telecom
TEL_6432-TWQLB,Male,35.0,5.0,85.4,Electronic check,Yes,Telecom
TEL_4484-GLZOU,Female,58.0,52.0,105.05,Electronic check,Yes,Telecom
TEL_3179-GBRWV,Male,30.0,21.0,64.95,Bank transfer (automatic),No,Telecom
TEL_8645-KWHJO,Male,61.0,14.0,55.0,Electronic check,No,Telecom
TEL_4130-MZLCC,Female,68.0,5.0,50.55,Bank transfer (automatic),No,Telecom
TEL_0314-TKOSI,Female,35.0,6.0,55.15,Mailed check,No,Telecom
TEL_8229-MYEJZ,Female,32.0,10.0,51.2,Electronic check,No,Telecom
TEL_2080-SRCDE,Female,56.0,1.0,25.4,Mailed check,No,Telecom
TEL_9577-WJVCQ,Female,66.0,68.0,54.45,Mailed check,No,Telecom
TEL_9512-UIBFX,Male,42.0,18.0,95.15,Mailed check,Yes,Telecom
TEL_6202-DYYFX,Female,64.0,22.0,76.0,Credit card (automatic),No,Telecom
TEL_3808-HFKDE,Female,43.0,20.0,44.35,Electronic check,No,Telecom
TEL_5583-SXDAG,Male,68.0,1.0,70.0,Electronic check,Yes,Telecom
TEL_3488-PGMQJ,Male,37.0,8.0,74.5,Electronic check,Yes,Telecom
TEL_3580-REOAC,Male,62.0,10.0,44.85,Credit card (automatic),Yes,Telecom
TEL_7534-BFESC,Male,47.0,24.0,76.1,Electronic check,Yes,Telecom
TEL_3727-OWVYD,Male,36.0,35.0,61.2,Mailed check,No,Telecom
TEL_2294-SALNE,Male,49.0,23.0,86.8,Mailed check,No,Telecom
TEL_4847-TAJYI,Female,51.0,6.0,89.35,Electronic check,No,Telecom
TEL_1563-IWQEX,Female,68.0,12.0,19.7,Mailed check,No,Telecom
TEL_8203-XJZRC,Male,52.0,1.0,20.25,Mailed check,No,Telecom
TEL_6556-DBKZF,Female,64.0,71.0,76.05,Electronic check,No,Telecom
TEL_6851-WEFYX,Male,52.0,35.0,100.8,Electronic check,No,Telecom
TEL_2985-JUUBZ,Male,50.0,40.0,74.55,Electronic check,No,Telecom
TEL_6390-DSAZX,Female,53.0,1.0,73.6,Mailed check,Yes,Telecom
TEL_0895-LMRSF,Male,54.0,23.0,64.9,Bank transfer (automatic),No,Telecom
TEL_8098-LLAZX,Female,57.0,4.0,95.45,Electronic check,Yes,Telecom
TEL_8266-VBFQL,Male,44.0,4.0,90.4,Electronic check,No,Telecom
TEL_8181-YHCMF,Female,28.0,68.0,60.3,Credit card (automatic),No,Telecom
TEL_2240-HSJQD,Male,25.0,38.0,81.85,Mailed check,No,Telecom
TEL_1248-DYXUB,Male,34.0,52.0,24.8,Mailed check,No,Telecom
TEL_0265-EDXBD,Male,43.0,32.0,74.9,Electronic check,Yes,Telecom
TEL_4115-BNPJY,Male,28.0,29.0,75.55,Mailed check,No,Telecom
TEL_3167-SNQPL,Male,24.0,38.0,101.15,Electronic check,No,Telecom
TEL_4091-TVOCN,Male,36.0,48.0,78.75,Credit card (automatic),No,Telecom
TEL_1098-TDVUQ,Female,22.0,1.0,19.25,Bank transfer (automatic),No,Telecom
TEL_7277-OZCGZ,Female,37.0,22.0,89.05,Electronic check,No,Telecom
TEL_1557-EMYVT,Female,36.0,43.0,115.05,Credit card (automatic),No,Telecom
TEL_2799-ARNLO,Female,64.0,5.0,69.35,Electronic check,No,Telecom
TEL_7563-BIUPC,Male,50.0,5.0,80.6,Electronic check,Yes,Telecom
TEL_5027-YOCXN,Male,48.0,51.0,110.05,Credit card (automatic),No,Telecom
TEL_3973-SKMLN,Male,52.0,71.0,19.9,Credit card (automatic),No,Telecom
TEL_2321-OMBXY,Female,70.0,38.0,80.3,Credit card (automatic),Yes,Telecom
TEL_2840-XANRC,Male,29.0,24.0,93.15,Electronic check,Yes,Telecom
TEL_6745-JEFZB,Male,25.0,35.0,91.5,Credit card (automatic),No,Telecom
TEL_5020-ZSTTY,Female,29.0,54.0,82.45,Bank transfer (automatic),Yes,Telecom
